1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,1stFlrSF_transformed,BsmtUnfSF_transformed,GarageArea_transformed,GrLivArea_transformed
786,0,3,1,0,1,768,676,2,2008,1590,0,9000,75,0,30,5,8,768,2008,2008,210000,-1.0846384666869617,0.6086748238748941,0.9464790990190864,0.29314284140952585
1216,639,4,1,444,3,550,325,1,1954,1855,1,9525,75,0,0,4,6,994,1954,1972,136900,0.3039476994841012,0.19727833137745132,-0.6544842790500794,0.7642129010338766
1028,776,3,1,0,1,994,442,3,1999,1804,0,7500,60,0,60,5,7,994,1999,1999,189000,-0.2307605957480176,0.9745818317927087,-0.09683364023013039,0.6786721417698706
884,884,3,1,550,6,334,543,2,2003,1768,0,8158,65,252,63,5,7,884,2003,2003,224900,-0.710951226345138,-0.3071418186728501,0.36326737978371776,0.6169174121976736
1831,1796,4,2,1387,6,543,807,3,1995,3627,0,35760,118,1378,76,5,10,1930,1995,1996,625000,1.608288032549204,0.18276422965462227,1.501015132438926,2.8685633088581426
1298,0,3,1,1258,6,40,403,2,1985,1298,0,11200,69,85,26,5,6,1298,1985,1985,180000,0.5117928919528234,-1.4992221129046612,-0.2793862041634976,-0.3198236769991833
1801,0,1,1,1247,5,254,484,3,1959,1801,1,15602,100,0,54,8,7,1501,1959,1997,289000,1.5556081714888297,-0.5369704202803846,0.0965655501049995,0.6735701526360489
630,0,1,0,553,6,77,0,0,1979,630,2,1533,21,0,0,7,5,630,1970,1970,92000,-1.7877743189161561,-1.2508287784670369,-2.586456954841601,-2.4391072991092226
1103,0,2,1,397,4,706,440,2,1976,1103,0,6000,50,0,120,6,6,1103,1925,1980,110500,-0.006606881218417928,0.4986938647505818,-0.10612307232829499,-0.8058128613556896
859,319,2,4,0,1,859,384,2,1964,1178,1,8712,66,0,0,7,4,859,1900,1950,102776,-0.8022037203739742,0.7620049307492789,-0.36945633591436655,-0.6100396656310326
1196,0,2,1,197,2,999,440,1,1957,1196,1,4800,40,0,0,7,4,1196,1916,1990,109900,0.2511348683525379,0.9821555409189398,-0.10612307232829499,-0.5647916835998631
1372,0,3,1,0,1,1372,529,3,2008,1372,0,8640,72,0,140,5,7,1372,2007,2008,250580,0.6884199852931381,1.4998200168218812,0.30047327536954277,-0.15312827310285104
1431,0,3,2,371,6,728,296,2,1962,1431,1,9150,101,305,110,5,6,1099,1962,1962,165000,0.822569527936622,0.5382765168886732,-0.7979197900100199,-0.0261426482252157
1422,0,3,0,0,1,1422,626,2,2004,1422,0,8500,63,106,60,5,7,1422,2004,2004,179600,0.8024663827155843,1.5632952761964827,0.7298783686520762,-0.04519313029684153
1079,874,3,0,985,6,595,501,3,1992,1953,0,53107,69,0,231,5,6,1580,1992,1992,240000,-0.07663941550605576,0.2883630934629045,0.17398041054003874,0.9225831108523195
1121,0,2,1,0,1,1121,440,2,2003,1121,1,8546,80,0,64,5,4,1121,2003,2004,140000,0.04492809643332767,1.161159077362981,-0.10612307232829499,-0.7577167817721987
1143,1330,4,0,0,1,1143,852,2,2004,2473,0,9591,76,344,151,5,8,1143,2004,2005,317000,0.10680688257039475,1.1923347203787713,1.6876680835608187,1.6555383700823847
1057,0,3,1,417,3,640,576,3,1977,1057,1,7420,70,0,0,5,5,1057,1962,1962,132000,-0.14221316927588393,0.37591459870409943,0.5101525264829357,-0.932142354815646
1110,0,3,0,1097,6,0,602,3,1978,1110,0,9101,69,104,30,6,5,1097,1978,1978,165500,0.01353339750967161,-2.0737247781600754,0.6248184775186786,-0.787022214249363
1164,1106,4,1,524,6,628,671,3,1999,2270,0,11764,92,348,57,7,8,1152,1999,2007,290000,0.1647756308527382,0.3528908025071501,0.9249515858278039,1.388309584106102
2018,0,3,2,0,1,2002,746,3,2009,2018,2,13214,89,0,76,5,9,2002,2008,2009,378500,1.9184384520372675,2.2278475779344373,1.2449778825756,1.0235733569301348
672,714,3,4,438,3,234,440,3,1978,1386,1,11616,69,328,0,5,6,672,1978,1978,158900,-1.5827227239263113,-0.6001510976954013,-0.10612307232829499,-0.12254032456136651
1082,871,3,4,0,1,1082,1043,2,2005,1953,0,10574,85,0,50,5,8,1082,2005,2006,252000,-0.06780092847464488,1.1050965700430286,2.4615020434922705,0.9225831108523195
1337,0,2,1,733,6,604,462,2,1993,1337,0,5395,41,0,0,5,8,1337,1993,1993,180000,0.6060952514491529,0.3061431640064556,-0.004346572975205004,-0.23089444363438935
997,1288,4,1,0,1,969,648,3,2000,2285,0,11000,69,72,56,5,8,969,2000,2000,248000,-0.3282104746733637,0.9364110087653723,0.82555063301955,1.4088057948285457
1718,0,3,2,1288,6,417,826,2,2007,1718,0,10637,79,336,44,5,8,1705,2007,2008,297000,1.4051710457564772,-0.09745007722151273,1.580045896009463,0.5291662835224422
1086,0,3,0,516,5,380,484,2,1966,1086,1,13400,85,1047,0,5,5,1024,1966,1966,159950,-0.05605418971976414,-0.1879497156563396,0.0965655501049995,-0.851915721360023
1555,0,2,1,0,1,1373,660,3,2007,1555,0,3684,53,130,20,5,7,1373,2007,2007,174000,1.087399531441685,1.5011012692124504,0.8774894662756566,0.22550942069908642
1902,0,3,0,1406,6,496,567,3,1959,1902,2,17500,100,0,207,8,7,1902,1959,2002,335000,1.7296127415965525,0.08267203646862259,0.47024604669518266,0.841118365477339
1298,1216,4,1,1216,2,0,693,3,1990,2514,1,11170,69,0,0,5,7,1216,1990,1991,250000,0.5117928919528234,-2.0737247781600754,1.0194608645335086,1.7070085366158998
1224,0,2,0,1086,6,0,528,1,1979,1224,1,7018,64,275,0,5,5,1086,1979,1979,153337,0.3248308351998082,-2.0737247781600754,0.2959766755414419,-0.4956563902447852
1054,0,3,1,602,5,14,460,1,1969,1054,1,9750,65,0,0,8,6,1054,1969,1969,151000,-0.15126025218646563,-1.7628803334165508,-0.01356253415059001,-0.9405587921323529
1276,1336,4,1,854,6,371,676,3,1998,2612,0,12203,98,975,0,5,8,1225,1998,1999,336000,0.4573429445188259,-0.21065095673519077,0.9464790990190864,1.8269214206515407
902,0,3,1,599,6,277,288,1,1967,902,1,6173,69,75,0,6,5,876,1967,1967,125500,-0.6468276636228063,-0.46744007979447083,-0.8379224930758024,-1.399347750056961
1153,0,4,1,692,6,153,484,2,1983,2353,2,13005,94,278,195,7,7,845,1980,1980,260000,0.13454225166776498,-0.8905217563434559,0.0965655501049995,1.5001709364401299
689,703,3,1,378,6,311,299,3,1977,1392,1,10900,69,153,36,7,6,689,1977,1977,161750,-1.5033324623431563,-0.36995987493937593,-0.78296883403415,-0.1095195836877562
1155,0,3,0,899,5,210,576,1,1987,1155,0,11782,88,0,0,7,5,1109,1961,1995,148000,0.1400605508833985,-0.6798077268085463,0.5101525264829357,-0.6688069566705865
1136,768,3,1,180,3,676,240,1,1950,1904,1,7200,60,0,0,4,5,1208,1950,1982,138000,0.08724786772530764,0.443663743132566,-1.0823728085988626,0.8443513534448979
950,208,3,1,0,1,862,208,2,1929,1158,1,6000,50,0,0,7,6,862,1929,1950,120000,-0.48187203518318444,0.7669114761631205,-1.2501765304618795,-0.6610799111913259
751,611,3,4,0,1,611,502,3,1920,1362,1,6155,60,0,0,8,6,611,1920,1999,128000,-1.2294598910123415,0.3198766125415121,0.17851943563015393,-0.17515606798605052
1005,1286,4,1,0,1,975,429,3,1999,2291,0,8738,66,302,0,5,7,975,1999,1999,230000,-0.3027760852320301,0.9456185235265263,-0.15735122175501234,1.4169690497055059
649,668,3,1,0,1,649,250,1,1920,1317,1,8500,50,0,54,4,4,649,1920,1950,40000,-1.6933773810659838,0.3930347726651463,-1.0307754917941305,-0.2761915241629371
1734,0,3,1,1004,6,730,928,2,2007,1734,2,12085,93,328,0,5,8,1734,2007,2007,318000,1.4347267881522372,0.5418437490223329,1.9989638671681482,0.5575037181310991
1194,0,3,1,0,1,1194,312,2,1959,1194,1,8760,73,220,0,6,6,1194,1959,1959,148000,0.24580525860407054,1.2634197292360325,-0.7184871090661704,-0.5697876671725369
876,540,4,4,0,1,876,720,1,1949,1416,1,12665,100,0,0,8,5,876,1915,1950,153900,-0.7398692469177222,0.7896915199270786,1.1347188125290268,-0.057956207739377576
1383,0,3,4,1064,4,319,354,2,1954,1383,1,13284,69,0,116,5,5,1383,1954,1954,165000,0.7138616178009162,-0.34784346911305963,-0.5133232516438807,-0.12907047849251888
1001,1001,3,1,284,4,717,871,1,1949,2002,1,6270,82,0,0,6,5,1001,1949,1950,145000,-0.3154679622257131,0.5185645389121748,1.7659426149163258,0.9989996830402582
1496,0,3,0,0,1,1496,474,2,2007,1496,0,9158,76,140,130,5,8,1496,2007,2007,225000,0.9641228530417911,1.6551331145176031,0.05080050586621382,0.10820740429906922
984,620,3,1,408,4,156,660,1,1977,1604,1,10998,60,0,68,5,5,984,1941,1960,117000,-0.3699782838247984,-0.8785014500916893,0.8774894662756566,0.31980693866522786
764,0,2,1,0,1,680,504,1,1965,764,1,5232,30,0,0,5,5,680,1925,2004,73000,-1.1748990690158578,0.45107382809231267,0.18759263308126026,-1.8834301521915149
977,755,3,1,0,4,741,476,3,1985,1732,0,9206,77,336,46,5,6,741,1985,1985,178000,-0.3926969585745962,0.5613728510701171,0.05996723448044654,0.5539749476945256
1494,0,3,0,0,1,1494,840,2,2006,1494,0,10652,91,306,33,5,7,1494,2006,2007,279500,0.95985953681341,1.6526826616871224,1.6380705433436187,0.10415568842469206
986,0,2,1,0,1,960,180,1,1926,986,1,6180,60,0,128,5,6,960,1926,1950,102000,-0.3635168066311808,0.9225436680321265,-1.4008240950197401,-1.13759921854413
1145,0,2,1,16,6,1129,397,3,2005,1145,0,3182,43,11,16,5,7,1145,2005,2006,160200,0.1123732507791908,1.1725323816878324,-0.30774559946124624,-0.6947000348023883
742,742,3,1,0,1,742,0,0,1979,1484,1,6300,35,0,291,6,6,742,1914,2001,128000,-1.2677866944371639,0.5631406880508535,-2.586456954841601,0.08382069327629219
1344,0,3,1,111,6,354,525,2,1958,1344,0,14375,69,541,118,6,6,819,1958,1958,137500,0.6227306957232319,-0.2543293010758437,0.2824777099068271,-0.21519008778551102
958,581,3,1,0,1,650,686,1,1983,1539,0,10440,60,0,78,8,5,650,1904,2002,157500,-0.45518921805657325,0.3949293357482206,0.9894488455464064,0.19411572785065365
1134,1370,4,1,0,1,1122,656,3,2005,2504,2,11198,77,245,39,5,9,1122,2005,2007,325000,0.08163751479637328,1.1625830563032797,0.8601954697766842,1.694527654756994
747,0,1,4,0,1,600,528,1,1953,747,1,5825,52,108,0,5,4,600,1926,1953,79900,-1.2464372285117558,0.2982581213167231,0.2959766755414419,-1.9486308926408584
1108,989,3,0,975,6,133,583,2,1998,2097,0,9750,75,0,170,6,7,1108,1998,1998,274300,0.007791976292313845,-0.9739976906327803,0.5411136852254558,1.1422959191321524
3138,1538,3,2,2260,6,878,884,3,2007,4676,2,40094,130,762,406,5,10,3138,2007,2008,184750,3.3276374111976725,0.7929302320083735,1.8193224106848547,3.6898195713153146
786,390,2,1,0,1,698,624,1,1999,1176,1,6000,50,0,0,9,6,698,1937,2000,134900,-1.0846384666869617,0.4841406375551852,0.7211512985490222,-0.6151070699741616
720,0,2,1,495,3,225,0,0,1979,720,1,7879,60,0,523,5,4,720,1920,1950,34900,-1.3634590747698734,-0.6294998208161362,-2.586456954841601,-2.055092318829837
1580,0,3,1,0,1,1580,830,2,2008,1580,0,11932,92,186,24,5,8,1580,2007,2008,235128,1.1382350355389501,1.756547028206159,1.5966422255894657,0.27396225862749757
1440,0,4,2,1440,4,0,0,0,1979,1440,1,7711,42,0,0,3,4,1440,1977,1977,150000,0.8425470478209153,-2.0737247781600754,-2.586456954841601,-0.007203909102346807
738,0,3,1,193,6,545,540,3,2005,1476,0,8633,64,0,35,5,6,738,2005,2005,173500,-1.2849696963315789,0.1869210399442224,0.34983615676127267,0.06746019911225055
1500,0,3,0,20,6,1480,570,2,2004,1500,0,8487,63,210,36,5,7,1500,2004,2004,190000,0.9726324689250371,1.635481238614157,0.48356072669215394,0.11629565818828531
884,464,3,1,0,4,884,216,1,1960,1348,1,6000,50,0,0,8,5,884,1925,1997,117000,-0.710951226345138,0.8026232949119819,-1.2078180586697167,-0.20625048472861568
1200,0,1,4,661,6,203,884,1,1977,1200,0,9230,71,166,64,8,5,864,1965,1998,146000,0.261767494149814,-0.7039252237901688,1.8193224106848547,-0.5548231133772593
1394,0,3,1,609,4,785,514,2,1963,1394,1,9500,69,247,76,5,6,1394,1963,1963,159000,0.7391023604111526,0.6380126990111203,0.23286253898246786,-0.10519100054441798
800,832,4,1,400,6,336,484,1,1966,1632,0,9130,69,252,40,8,6,800,1966,2000,173000,-1.0285009870569601,-0.30178758882159373,0.0965655501049995,0.3724882822982217
912,0,3,1,842,5,70,336,1,1974,912,1,8521,70,0,0,5,5,912,1967,1967,125000,-0.611752144842814,-1.2920639842539943,-0.6006853919326773,-1.3670192262814096
1370,1254,4,1,1128,4,242,864,1,1918,2624,1,22420,86,0,0,6,6,1370,1918,1950,239000,0.683772399754621,-0.5745534581815636,1.7371405845951493,1.8413142444125896
1696,0,3,1,0,1,1140,349,2,1962,1696,1,13673,40,0,30,5,5,1140,1962,1962,143900,1.364080733290489,1.1881020857827596,-0.5375090741686128,0.48979650617703924
682,548,2,1,0,1,440,440,1,1966,1230,1,10440,60,0,0,6,5,440,1910,1981,110000,-1.535783697710636,-0.043295824550689595,-0.10612307232829499,-0.4810343027777469
1549,1178,3,1,297,3,556,440,1,1932,2727,0,10570,70,0,74,8,8,853,1932,1994,315000,1.0750778035177975,0.2096423636003078,-0.10612307232829499,1.9623800563506197
728,728,3,1,0,1,728,429,2,2006,1456,1,15578,105,0,0,5,6,728,2006,2006,172785,-1.328336371182484,0.5382765168886732,-0.15735122175501234,0.02619322607976075
864,0,3,1,375,4,250,660,1,1989,864,0,6960,60,0,0,6,4,864,1970,1970,120500,-0.7837433813661019,-0.5493931896299605,0.8774894662756566,-1.5253317580593002
970,739,3,1,0,1,970,380,1,2004,1709,0,2522,24,50,40,5,6,970,2004,2006,130000,-0.4155784012479622,0.9379476603053156,-0.38851901923341153,0.5131177940256129
810,855,3,1,643,6,167,528,3,2001,1665,0,8400,70,0,45,6,8,810,2001,2001,227000,-0.9889987577747371,-0.8354250455974719,0.2959766755414419,0.4335022330889184
1372,1274,3,2,987,6,360,656,2,1993,2646,0,9900,90,256,60,5,7,1347,1993,1993,260000,0.6884199852931381,-0.23879089785379543,0.8601954697766842,1.8675418651701272
798,0,3,1,0,1,798,595,2,2003,1640,0,7226,72,0,45,5,7,798,2003,2003,183000,-1.0364604341286006,0.660224140063514,0.5940357185495997,0.38738481318103696
1014,685,3,4,440,4,538,420,1,1920,1699,1,10615,107,0,74,5,3,978,1900,1970,95000,-0.27440242669645515,0.17233707909837032,-0.19944015529264011,0.49519314733192726
1663,0,2,2,1116,4,248,529,2,1954,1663,0,53227,69,0,137,6,4,1364,1954,1994,256000,1.3014381506486457,-0.555643434601696,0.30047327536954277,0.42983675971015617
1728,0,6,1,1332,3,396,504,1,1963,1728,1,9100,70,336,0,5,5,1728,1963,1963,125000,1.4236753654286554,-0.14827448006766514,0.18759263308126026,0.5469059563859878
1055,790,3,1,0,1,1055,462,2,1992,1845,0,11218,70,0,104,5,6,1055,1992,1992,189000,-0.14824170998243713,1.0656626384320274,-0.004346572975205004,0.7476150765519534
1020,831,3,2,536,4,169,440,2,1964,1851,0,9760,80,340,42,8,6,822,1964,1993,187000,-0.2556257228407566,-0.8277532328299867,-0.10612307232829499,0.757583839687332
1489,0,3,1,0,1,1489,776,2,2006,1489,0,11216,81,0,140,5,8,1489,2006,2006,232600,0.9491763085852575,1.6465490131586784,1.3713484937840155,0.09400415905014037
864,0,2,1,612,3,252,300,1,2008,864,1,9100,70,0,0,6,6,864,1959,1959,127500,-0.7837433813661019,-0.5431689557212735,-0.7779911537105838,-1.5253317580593002
1256,0,3,1,830,4,136,276,3,1965,1256,1,9937,75,0,68,6,5,1256,1965,1965,147500,0.4070248784999364,-0.9610792595740706,-0.8983021429809455,-0.41843310052518845
816,0,2,1,816,4,0,816,3,1985,816,1,6600,60,0,0,8,5,816,1982,2003,138000,-0.9655299488826259,-2.0737247781600754,1.5384918503459604,-1.6920910784833203
902,918,4,2,454,5,410,492,1,1965,1820,0,13700,69,288,84,6,7,864,1965,1988,201800,-0.6468276636228063,-0.11423987766394411,0.13305570379457962,0.7057494215779899
912,1215,4,4,48,4,422,833,2,1991,2127,0,13125,103,0,192,5,7,1104,1991,1991,238000,-0.611752144842814,-0.08554728472469698,1.6090800658896287,1.1862868483688283
1065,0,3,1,0,1,1065,461,1,1974,1065,1,8892,80,66,0,5,5,1065,1960,1960,126500,-0.11821213803402264,1.0803286516066457,-0.008953658764460509,-0.9098072563236058
1200,0,4,1,0,1,1200,312,1,1923,1200,1,11340,84,0,0,5,6,1200,1923,1950,125000,0.261767494149814,1.2716774350791886,-0.7184871090661704,-0.5548231133772593
1208,0,2,0,686,6,501,632,2,2006,1208,0,6762,64,24,61,5,7,1187,2006,2006,206000,0.2829271930154695,0.093549222893394,0.7560296935027302,-0.5349788594969218
1133,1349,4,2,0,1,1094,642,3,2005,2482,0,12665,88,245,39,5,8,1094,2005,2006,281213,0.0788286396023073,1.1224575097406928,0.7995167246138141,1.666904735133845
1720,0,3,1,919,6,801,527,3,1996,1720,0,10593,59,338,56,5,7,1720,1996,1996,260400,1.4088804840161213,0.6653229404345632,0.2914785502959736,0.5327219320006084
840,0,3,1,116,2,556,0,0,1979,840,1,4388,55,0,0,7,5,672,1930,1950,87000,-0.8733429279817571,0.2096423636003078,-2.586456954841601,-1.607597653699513
1294,0,3,1,1200,6,78,496,2,1991,1294,0,7153,69,88,51,5,6,1278,1991,1991,179200,0.5019616508791889,-1.2450987389974655,0.15126086878160763,-0.3290854666945887
1090,0,2,1,980,5,110,450,3,2005,1090,1,7024,60,0,49,5,5,1090,2005,2006,157000,-0.044350486026834085,-1.0785285720500302,-0.059750734174348806,-0.8410075829213575
1165,0,4,1,0,1,1141,420,3,1998,2263,0,12090,93,650,123,5,8,1141,1998,1998,258000,0.16750998704677147,1.189513610430365,-0.19944015529264011,1.378701284704131
969,0,3,0,716,4,253,440,1,1975,969,1,10356,120,0,0,6,5,969,1975,1975,122000,-0.418860602472242,-0.5400664949863726,-0.10612307232829499,-1.1888432550723778
894,0,2,1,0,1,894,1248,2,1994,894,1,18000,120,0,20,4,3,894,1935,1950,81000,-0.6751681622469026,0.8187022788647297,3.2642179208081314,-1.4254527603985945
1028,0,2,1,0,1,1008,360,1,1927,1028,1,8960,56,0,0,6,5,1008,1927,1950,115000,-0.2307605957480176,0.9957384391051558,-0.48438075662248226,-1.0144543541359308
979,979,4,1,484,3,495,492,1,1946,1958,1,7136,82,423,0,6,6,979,1946,1950,145000,-0.38618940128223,0.08048973659504281,0.13305570379457962,0.930462401147418
1795,0,2,0,0,1,1795,895,2,2007,1795,0,9986,75,428,49,5,8,1795,2006,2007,147000,1.5449672872664324,2.0039335671922447,1.864380085684894,0.6633422786133736
1940,0,3,0,1646,6,284,606,3,2010,1940,2,10159,83,450,95,5,9,1930,2009,2010,395192,1.792705014621893,-0.44688118712544217,0.6423798114022387,0.9020082939536745
1178,0,3,1,1084,4,92,439,1,1973,1178,0,10000,80,0,0,6,5,1176,1973,2000,157000,0.20284530713169835,-1.168552069847182,-0.11077062165112261,-0.6100396656310326
810,672,3,1,156,4,516,400,1,1934,1482,3,12155,69,0,0,8,6,672,1925,1950,140000,-0.9889987577747371,0.12584482615546128,-0.2935563847176952,0.07973831813804892
1428,0,3,1,0,4,1417,554,2,2008,1428,2,12274,91,256,60,5,7,1417,2008,2008,227680,0.8158825159016372,1.5570008352729108,0.4124021999466211,-0.03248032578513203
864,0,3,0,460,4,404,338,1,1972,864,1,15523,36,0,0,6,5,864,1972,1972,133500,-0.7837433813661019,-0.12875064298525893,-0.5909378887119309,-1.5253317580593002
616,495,3,4,236,2,0,200,1,1941,1111,1,9084,60,0,0,6,5,616,1941,1950,95000,-1.8591620949737424,-2.0737247781600754,-1.2928269992666124,-0.7843468873943348
680,790,3,1,310,4,370,420,3,1993,1470,1,9765,69,68,63,8,6,680,1993,1993,185000,-1.5451164233032875,-0.21319097997747563,-0.19944015529264011,0.05513530467778386
1116,0,3,1,0,1,1116,440,1,1962,1116,1,10000,87,261,0,6,6,1116,1962,1962,160000,0.030696011744634252,1.154029198875077,-0.10612307232829499,-0.7710039400872342
864,0,2,1,414,4,450,288,1,1959,864,0,7332,60,207,0,6,6,864,1959,1959,120000,-0.7837433813661019,-0.02021229369087419,-0.8379224930758024,-1.5253317580593002
1297,0,3,1,1213,3,84,498,3,1954,1297,1,8532,74,650,0,6,5,1297,1954,1990,153000,0.5093379153390573,-1.2114886946809662,0.16035358411258882,-0.3221366191350235
1113,0,3,1,607,5,506,264,1,1950,1113,0,9600,80,0,80,7,5,1113,1950,2007,147000,0.022126229337035116,0.10436985514128021,-0.9591531129474066,-0.7790029827886942
1501,0,3,2,679,6,811,577,2,1999,1501,0,10335,78,183,29,5,7,1490,1999,1999,204000,0.974756338784476,0.6822472362176522,0.5145796574744044,0.1183145691239642
764,783,3,4,24,6,732,614,1,2009,1547,0,8640,72,0,45,5,7,756,2009,2009,215200,-1.1748990690158578,0.5454058768345449,0.677440383063424,0.20985053991546376
991,956,3,1,222,6,769,678,2,2004,1947,0,12552,100,0,136,5,7,991,2004,2005,254900,-0.3474200746826446,0.6104099206234638,0.9550821079652952,0.9131030131957176
1717,0,3,0,0,1,1709,908,2,2006,1717,0,11146,87,250,39,5,8,1709,2006,2006,255500,1.4033147120923113,1.9069460829255596,1.9175023524972306,0.5273870069543669
1052,0,3,0,504,4,506,440,1,1971,1052,1,8816,80,80,0,7,6,1010,1971,1971,155000,-0.1573059072845652,0.10436985514128021,-0.10612307232829499,-0.9461822047987333
1127,886,3,0,862,4,255,455,1,1997,2013,1,9920,92,0,130,5,7,1117,1996,1997,269790,0.06192333159199558,-0.5338806934922383,-0.03663391607669438,1.0159137238339877
1266,0,2,0,0,1,1266,388,3,2007,1266,0,3182,43,16,16,5,7,1266,2007,2007,159895,0.43228294037635784,1.361123947935056,-0.3504291562653298,-0.3946779806844807
1992,876,4,0,240,6,1752,716,3,2005,2868,2,16056,85,208,108,5,9,1992,2005,2006,556581,1.877073871952758,1.955751136785028,1.117693102674658,2.121351265763095
980,1276,4,1,300,6,652,554,3,2000,2256,0,8795,69,0,54,5,7,952,2000,2000,236000,-0.3829405882893003,0.3987138979630765,0.4124021999466211,1.3690651378767233
1414,0,3,0,24,6,1390,494,2,2004,1414,0,8773,65,98,105,5,7,1414,2004,2004,185500,0.7844901706976434,1.5228083425261374,0.14216158577854895,-0.06222180987416824
936,785,3,1,814,6,114,471,2,1994,1721,0,8462,70,105,87,5,6,928,1994,1994,201000,-0.5291102449603637,-1.0595862819097557,0.03703741232022357,0.5344983060887143
811,741,3,1,550,5,163,434,2,1975,1552,1,11475,85,0,208,6,6,713,1975,1975,179900,-0.9850752880708303,-0.8509134043424594,-0.134036904507968,0.21964619049205697
698,430,2,1,0,1,698,528,2,1980,1128,1,7500,60,0,0,4,4,698,1920,1950,68400,-1.462088595431142,0.4841406375551852,0.2959766755414419,-0.7392075722928741
1118,0,3,0,522,5,574,358,3,1977,1118,1,9880,76,0,0,6,6,1096,1977,1977,171000,0.03639645580403893,0.2463218718622843,-0.494018594968986,-0.7656824091214348
1728,0,4,2,936,3,396,574,1,1976,1728,1,12640,55,0,0,5,6,1728,1976,1976,150900,1.4236753654286554,-0.14827448006766514,0.5012941309982207,0.5469059563859878
1686,762,4,1,1361,6,88,711,2,1994,2448,0,46589,52,528,76,7,8,1629,1994,2005,402000,1.3452273660645193,-1.1897677977592955,1.0963869740671714,1.623760857076889
1473,0,1,2,1324,6,113,452,1,1968,1473,2,25095,65,0,48,8,5,1437,1968,2003,143000,0.9147480980132241,-1.0642891000281343,-0.050498516852683466,0.061303621847608146
1187,530,3,4,902,2,254,400,2,1990,1717,0,13758,44,117,36,5,7,1156,1990,1991,187500,0.2270813084540284,-0.5369704202803846,-0.2935563847176952,0.5273870069543669
1166,0,2,2,655,6,201,400,3,2005,1166,0,9587,59,182,0,5,7,856,2005,2005,190000,0.17024200526081795,-0.710895222182746,-0.2935563847176952,-0.6405656196164321
1370,0,2,4,24,6,1346,484,2,2006,1370,0,6442,44,178,49,5,8,1370,2006,2006,202500,0.683772399754621,1.4663343919473835,0.0965655501049995,-0.15752179145158457
1724,0,3,0,528,5,1152,480,2,1967,1724,1,17871,69,359,0,5,6,1680,1967,1976,197900,1.4162864791852199,1.204997885616371,0.07828004464793212,0.5398216407782553
970,739,3,1,0,1,970,380,1,2004,1709,0,2522,24,50,40,5,7,970,2004,2004,130000,-0.4155784012479622,0.9379476603053156,-0.38851901923341153,0.5131177940256129
483,0,2,1,358,5,125,264,1,1971,987,1,1680,21,604,0,3,6,483,1971,1971,89500,-2.631367446342191,-1.0092059474997197,-0.9591531129474066,-1.1346106538938332
901,901,4,1,352,2,441,216,1,1920,1802,1,7588,54,0,0,6,7,793,1920,1950,200100,-0.6503565002772578,-0.04097522589587455,-1.2078180586697167,0.6752716984905374
1170,1175,4,1,503,3,449,360,1,1932,2345,1,16560,80,0,0,8,6,952,1932,1950,239000,0.18114677815825644,-0.022508512241610754,-0.48438075662248226,1.4895512691957316
1068,0,3,1,663,6,396,264,2,1963,1068,1,8414,70,0,0,8,6,1059,1963,2003,154500,-0.10925803944802126,-0.14827448006766514,-0.9591531129474066,-0.9014720243489966
1617,0,2,1,165,2,598,533,2,1993,1617,0,8012,50,0,69,5,6,1604,1993,1994,193000,1.212018891716177,0.29430529967621655,0.3184444881796647,0.34437223568816694
1244,0,3,1,777,3,467,336,1,1957,1244,1,11988,90,0,40,6,6,1244,1957,1957,150000,0.3764493137453444,0.018423135713302684,-0.6006853919326773,-0.44717385987006303
1180,0,2,1,0,1,700,252,1,1922,1180,3,11600,80,0,0,5,4,700,1922,1950,137500,0.208246993753004,0.4877870820263473,-1.020500694764848,-0.6049803010760528
520,623,2,1,0,1,600,480,2,2005,1223,0,2544,24,0,166,5,7,600,2005,2005,147400,-2.397117723152875,0.2982581213167231,0.07828004464793212,-0.4980999200518223
1686,0,3,1,625,4,0,612,1,1980,1686,1,10240,79,157,131,6,6,1686,1980,1980,207500,1.3452273660645193,-2.0737247781600754,0.6686829522064909,0.4717429820515706
1646,0,3,2,1513,6,125,800,2,2008,1646,0,9520,71,338,44,5,8,1638,2007,2008,293077,1.268682445589428,-1.0092059474997197,1.471814789434462,0.3985126687283542
1144,0,3,1,594,4,270,264,2,1961,1144,1,10000,80,0,0,6,5,864,1961,1983,131400,0.1095912788809293,-0.4882717322015052,-0.9591531129474066,-0.6973009630909638
939,858,3,0,0,1,939,639,2,2006,1797,0,9245,79,0,53,5,7,939,2006,2006,213500,-0.5189287813966187,0.889919854842652,0.7864834410869228,0.6667551189565403
1224,0,2,3,0,0,0,462,1,1962,1224,1,9842,70,0,0,5,4,0,1962,1962,101800,0.3248308351998082,-2.0737247781600754,-0.004346572975205004,-0.4956563902447852
992,873,3,1,735,6,257,839,2,2000,1865,0,10316,69,0,184,5,7,992,2000,2000,235000,-0.34421044059799205,-0.5277201330964255,1.6339317052818003,0.7807272288939547
