1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
969.0,0.0,3.0,Av,716.0,BLQ,253.0,,440.0,Unf,1975.0,969.0,TA,10356.0,120.0,0.0,0.0,6.0,5.0,969.0,,1975,1975,122000.0
1710.0,0.0,2.0,Gd,1400.0,,310.0,,866.0,RFn,2007.0,1710.0,Gd,13891.0,107.0,436.0,102.0,5.0,8.0,1710.0,,2007,2008,372402.0
1097.0,896.0,4.0,No,416.0,Rec,409.0,,495.0,RFn,1971.0,1993.0,TA,14803.0,,252.0,66.0,5.0,6.0,825.0,,1971,1971,190000.0
1252.0,0.0,1.0,Gd,429.0,BLQ,93.0,,564.0,RFn,1960.0,1252.0,TA,13500.0,,0.0,0.0,7.0,6.0,1602.0,,1960,1975,235000.0
1200.0,0.0,4.0,No,0.0,Unf,1200.0,,312.0,Unf,1923.0,1200.0,TA,11340.0,84.0,0.0,0.0,5.0,6.0,1200.0,,1923,1950,125000.0
572.0,524.0,2.0,No,0.0,Unf,572.0,,0.0,None,,1096.0,TA,9600.0,60.0,0.0,8.0,5.0,6.0,572.0,,1924,1950,79000.0
1040.0,0.0,2.0,None,0.0,None,0.0,,625.0,Unf,1950.0,1040.0,TA,7200.0,60.0,0.0,0.0,7.0,5.0,0.0,,1950,1950,109500.0
774.0,1194.0,4.0,No,0.0,,774.0,,680.0,Fin,2009.0,1968.0,Ex,12003.0,92.0,84.0,75.0,5.0,8.0,774.0,,2009,2010,269500.0
991.0,956.0,3.0,No,222.0,GLQ,769.0,,678.0,RFn,2004.0,1947.0,Gd,12552.0,100.0,0.0,136.0,5.0,7.0,991.0,,2004,2005,254900.0
1392.0,1070.0,4.0,Mn,57.0,GLQ,1335.0,,576.0,RFn,2006.0,2462.0,Gd,19378.0,134.0,456.0,132.0,5.0,7.0,1392.0,,2005,2006,320000.0
1232.0,0.0,3.0,No,660.0,BLQ,572.0,,516.0,Unf,1984.0,1232.0,TA,11120.0,,0.0,0.0,6.0,6.0,1232.0,,1984,1984,162500.0
1572.0,1096.0,3.0,Av,1016.0,GLQ,556.0,,726.0,Fin,2003.0,2668.0,Ex,13688.0,110.0,664.0,0.0,5.0,9.0,1572.0,,2003,2004,412500.0
1541.0,0.0,3.0,Mn,1201.0,,340.0,,532.0,,2005.0,1541.0,Gd,12182.0,95.0,226.0,70.0,5.0,7.0,1541.0,,2005,2005,220000.0
882.0,0.0,1.0,No,0.0,Unf,882.0,,0.0,None,,882.0,TA,5500.0,55.0,0.0,0.0,6.0,4.0,882.0,,1956,1956,103200.0
1149.0,467.0,3.0,Mn,370.0,LwQ,779.0,,216.0,Unf,1926.0,1616.0,Gd,5400.0,40.0,0.0,0.0,7.0,6.0,1149.0,,1926,2004,152000.0
808.0,547.0,4.0,No,351.0,ALQ,112.0,,0.0,None,,1355.0,TA,10106.0,62.0,0.0,0.0,7.0,5.0,644.0,,1940,1999,127500.0
1867.0,0.0,2.0,No,379.0,LwQ,470.0,,303.0,Fin,1955.0,1867.0,TA,10708.0,,0.0,0.0,5.0,5.0,1617.0,,1955,1993,190000.0
1610.0,551.0,3.0,No,1288.0,GLQ,294.0,,789.0,Fin,2007.0,2161.0,Ex,10562.0,86.0,300.0,120.0,5.0,8.0,1582.0,,2007,2007,325624.0
840.0,880.0,3.0,No,0.0,Unf,840.0,,440.0,Fin,2004.0,1720.0,Gd,8244.0,62.0,0.0,48.0,5.0,7.0,840.0,,2004,2004,183500.0
1707.0,0.0,2.0,No,0.0,Unf,1686.0,,511.0,RFn,1981.0,1707.0,TA,16669.0,,653.0,64.0,6.0,8.0,1686.0,,1981,1981,228000.0
854.0,0.0,2.0,No,360.0,Rec,360.0,,660.0,,1991.0,1382.0,TA,12358.0,,0.0,0.0,6.0,5.0,720.0,,1941,1950,128500.0
1656.0,0.0,3.0,Gd,639.0,BLQ,441.0,,528.0,Fin,1960.0,1656.0,TA,31770.0,141.0,112.0,62.0,5.0,6.0,1080.0,,1960,1960,215000.0
1064.0,703.0,2.0,No,495.0,GLQ,354.0,,504.0,RFn,1987.0,1767.0,Gd,5306.0,44.0,0.0,35.0,7.0,7.0,1064.0,,1987,1987,239000.0
1362.0,0.0,,No,288.0,ALQ,700.0,,504.0,,1961.0,1362.0,TA,10197.0,80.0,491.0,20.0,5.0,6.0,1362.0,,1961,1961,163000.0
1651.0,0.0,3.0,No,1398.0,ALQ,0.0,,616.0,Fin,1986.0,1651.0,TA,12416.0,47.0,132.0,0.0,5.0,6.0,1606.0,,1986,1986,184000.0
2158.0,0.0,4.0,Av,477.0,ALQ,725.0,,576.0,Unf,1950.0,2158.0,Gd,12615.0,84.0,0.0,29.0,7.0,6.0,1202.0,,1950,2001,243000.0
1164.0,896.0,4.0,No,831.0,GLQ,320.0,,521.0,,1988.0,2060.0,TA,10029.0,97.0,268.0,228.0,5.0,6.0,1151.0,0.0,1988,1989,211000.0
1252.0,668.0,4.0,No,57.0,ALQ,554.0,,451.0,Unf,1958.0,1920.0,Gd,13650.0,,0.0,0.0,5.0,5.0,1052.0,,1958,1958,172500.0
2234.0,0.0,1.0,No,1904.0,GLQ,312.0,,1166.0,Fin,2009.0,2234.0,Ex,17423.0,63.0,748.0,60.0,5.0,9.0,2216.0,,2008,2009,501837.0
968.0,0.0,2.0,No,0.0,Unf,968.0,,480.0,Unf,1935.0,968.0,TA,8520.0,60.0,0.0,0.0,6.0,5.0,968.0,,1923,2006,100000.0
769.0,756.0,3.0,No,436.0,GLQ,320.0,,440.0,Unf,2000.0,1525.0,Gd,2117.0,,456.0,0.0,5.0,6.0,756.0,,2000,2000,177000.0
901.0,901.0,4.0,No,352.0,LwQ,441.0,,216.0,Unf,1920.0,1802.0,TA,7588.0,54.0,0.0,0.0,6.0,7.0,793.0,0.0,1920,1950,200100.0
1340.0,0.0,3.0,None,0.0,,0.0,,252.0,,1957.0,1340.0,TA,9060.0,60.0,98.0,0.0,6.0,5.0,0.0,,1957,2006,120000.0
1362.0,720.0,3.0,No,0.0,Unf,1362.0,,484.0,Unf,2003.0,2082.0,Gd,11426.0,63.0,0.0,238.0,5.0,7.0,1362.0,,2003,2003,200000.0
936.0,316.0,3.0,No,0.0,Unf,504.0,,576.0,Unf,1986.0,1252.0,TA,7438.0,92.0,0.0,0.0,8.0,5.0,504.0,104.0,1908,1991,127000.0
1518.0,1518.0,4.0,Mn,0.0,Unf,1107.0,,840.0,Unf,1993.0,3608.0,Ex,22950.0,90.0,0.0,260.0,9.0,10.0,1107.0,,1892,1993,475000.0
1217.0,0.0,3.0,Av,611.0,GLQ,577.0,,497.0,Unf,1990.0,1217.0,Gd,9947.0,,0.0,27.0,5.0,7.0,1188.0,,1990,1991,173000.0
808.0,704.0,3.0,No,0.0,Unf,660.0,,180.0,Unf,1916.0,1656.0,TA,10410.0,60.0,0.0,0.0,7.0,5.0,660.0,0.0,1916,1987,135000.0
1224.0,0.0,2.0,Av,1086.0,GLQ,0.0,,528.0,Unf,1979.0,1224.0,TA,7018.0,64.0,275.0,0.0,5.0,5.0,1086.0,,1979,1979,153337.0
1593.0,0.0,0.0,Av,1153.0,GLQ,440.0,,682.0,Fin,2001.0,1593.0,Ex,4923.0,41.0,0.0,120.0,5.0,8.0,1593.0,,2001,2002,286000.0
1549.0,1178.0,3.0,No,297.0,Rec,556.0,,440.0,Unf,1932.0,2727.0,Gd,10570.0,70.0,0.0,74.0,8.0,8.0,853.0,,1932,1994,315000.0
725.0,754.0,4.0,No,626.0,ALQ,99.0,,484.0,Fin,1972.0,1479.0,Gd,7472.0,,138.0,32.0,9.0,7.0,725.0,,1972,2004,184000.0
1431.0,0.0,3.0,Av,560.0,GLQ,871.0,,666.0,Fin,1999.0,1431.0,Gd,9017.0,68.0,0.0,35.0,5.0,7.0,1431.0,,1999,1999,192000.0
970.0,739.0,,No,0.0,Unf,970.0,,380.0,Unf,2004.0,1709.0,Gd,2522.0,24.0,50.0,40.0,5.0,7.0,970.0,,2004,2004,130000.0
864.0,0.0,3.0,Av,390.0,ALQ,474.0,,352.0,Unf,1989.0,864.0,TA,7180.0,60.0,0.0,0.0,7.0,5.0,864.0,,1972,1972,127000.0
855.0,,3.0,No,566.0,ALQ,289.0,,440.0,,1976.0,1456.0,TA,2280.0,24.0,0.0,0.0,6.0,6.0,855.0,,1976,1976,148500.0
1726.0,0.0,3.0,No,1126.0,,600.0,0.0,786.0,,2007.0,1726.0,Ex,9416.0,79.0,205.0,138.0,5.0,7.0,1726.0,,2007,2007,311872.0
1360.0,1360.0,,No,1036.0,,140.0,,795.0,Unf,1918.0,3112.0,Gd,25419.0,174.0,0.0,16.0,4.0,8.0,1360.0,,1918,1990,235000.0
929.0,929.0,5.0,No,0.0,Unf,755.0,,0.0,None,,2229.0,TA,5520.0,92.0,0.0,198.0,6.0,6.0,755.0,,1912,1950,104000.0
1713.0,0.0,3.0,Av,1088.0,GLQ,625.0,,856.0,Fin,2004.0,1713.0,Ex,9591.0,76.0,262.0,26.0,5.0,8.0,1713.0,,2004,2005,274900.0
1121.0,0.0,2.0,No,0.0,Unf,1121.0,,440.0,RFn,2003.0,1121.0,TA,8546.0,80.0,0.0,64.0,5.0,4.0,1121.0,,2003,2004,140000.0
1279.0,0.0,3.0,No,641.0,ALQ,276.0,,473.0,Unf,1980.0,1279.0,TA,10125.0,75.0,0.0,83.0,6.0,6.0,1196.0,,1977,1977,171500.0
865.0,445.0,2.0,No,617.0,LwQ,0.0,,398.0,Unf,1924.0,1310.0,TA,7000.0,50.0,0.0,0.0,6.0,6.0,617.0,,1924,1950,112000.0
848.0,0.0,1.0,Av,662.0,GLQ,186.0,0.0,420.0,RFn,2004.0,848.0,Gd,4438.0,,205.0,0.0,5.0,6.0,848.0,,2004,2004,149000.0
720.0,564.0,2.0,No,312.0,LwQ,408.0,,240.0,Unf,1948.0,1284.0,TA,3500.0,50.0,0.0,35.0,7.0,5.0,720.0,,1947,1950,110000.0
1442.0,0.0,3.0,No,0.0,Unf,1424.0,,500.0,,1990.0,1442.0,TA,11851.0,99.0,0.0,34.0,5.0,7.0,1424.0,,1990,1990,180500.0
1696.0,0.0,3.0,No,0.0,Unf,1140.0,,349.0,,1962.0,1696.0,TA,13673.0,40.0,0.0,30.0,5.0,5.0,1140.0,,1962,1962,143900.0
1100.0,0.0,3.0,No,419.0,ALQ,375.0,,312.0,RFn,1960.0,1100.0,TA,12493.0,,0.0,0.0,5.0,4.0,1100.0,355.0,1960,1960,141000.0
1180.0,,3.0,Gd,1065.0,GLQ,92.0,,454.0,,1988.0,2062.0,TA,14364.0,,128.0,55.0,5.0,7.0,1157.0,,1988,1989,277000.0
1092.0,0.0,3.0,No,787.0,Rec,305.0,,504.0,RFn,1964.0,1092.0,TA,8250.0,75.0,260.0,0.0,7.0,6.0,1092.0,,1964,1964,145000.0
864.0,0.0,2.0,No,468.0,Rec,396.0,,0.0,None,,864.0,TA,5604.0,67.0,0.0,0.0,6.0,5.0,864.0,,1925,1950,98000.0
1212.0,0.0,3.0,Mn,36.0,GLQ,1176.0,0.0,460.0,RFn,2009.0,1212.0,Gd,10420.0,83.0,0.0,22.0,5.0,6.0,1212.0,,2009,2009,186000.0
932.0,920.0,3.0,No,822.0,GLQ,78.0,,644.0,RFn,2009.0,1852.0,Gd,8640.0,72.0,0.0,108.0,5.0,7.0,900.0,,2009,2009,252678.0
990.0,0.0,3.0,No,716.0,ALQ,274.0,,576.0,Unf,1996.0,990.0,TA,13568.0,43.0,0.0,0.0,5.0,5.0,990.0,,1995,1995,156000.0
689.0,703.0,3.0,No,378.0,GLQ,311.0,,299.0,Fin,1977.0,1392.0,TA,10900.0,,153.0,36.0,7.0,6.0,689.0,,1977,1977,161750.0
1236.0,0.0,2.0,No,360.0,BLQ,710.0,,447.0,Unf,1957.0,1236.0,Gd,10011.0,72.0,64.0,0.0,6.0,5.0,1070.0,,1957,1996,134450.0
1436.0,0.0,3.0,Mn,946.0,GLQ,490.0,0.0,484.0,,2004.0,1436.0,Gd,8450.0,65.0,266.0,98.0,5.0,7.0,1436.0,139.0,2004,2004,210000.0
810.0,518.0,3.0,No,0.0,Unf,686.0,,210.0,Unf,1940.0,1328.0,TA,9906.0,57.0,0.0,172.0,4.0,4.0,686.0,,1925,1950,107000.0
1137.0,817.0,3.0,No,341.0,BLQ,457.0,,431.0,,1939.0,1954.0,Gd,15660.0,,312.0,119.0,9.0,7.0,798.0,0.0,1939,2006,311500.0
1248.0,0.0,2.0,Av,16.0,GLQ,1232.0,,438.0,Fin,2005.0,1248.0,Gd,3010.0,43.0,16.0,0.0,5.0,7.0,1248.0,,2005,2006,167240.0
1498.0,0.0,2.0,Mn,0.0,Unf,1498.0,,675.0,,2006.0,1498.0,Gd,8990.0,73.0,0.0,33.0,5.0,7.0,1498.0,351.0,2006,2006,204900.0
1010.0,1257.0,4.0,No,0.0,Unf,1010.0,,390.0,RFn,2002.0,2267.0,Gd,8068.0,,0.0,46.0,5.0,6.0,1010.0,,2002,2002,200000.0
811.0,741.0,3.0,No,550.0,ALQ,163.0,,434.0,RFn,1975.0,1552.0,TA,11475.0,85.0,0.0,208.0,6.0,6.0,713.0,,1975,1975,179900.0
864.0,0.0,2.0,No,524.0,ALQ,160.0,,576.0,Unf,1989.0,864.0,TA,10500.0,70.0,0.0,0.0,6.0,4.0,864.0,,1971,1971,97000.0
2392.0,0.0,3.0,Gd,56.0,GLQ,2336.0,,968.0,Fin,2003.0,2392.0,Ex,13472.0,103.0,922.0,105.0,5.0,10.0,2392.0,,2003,2003,386250.0
630.0,672.0,3.0,No,0.0,Unf,630.0,,280.0,Unf,1991.0,1302.0,TA,1680.0,21.0,142.0,0.0,5.0,5.0,630.0,,1971,1971,112000.0
1214.0,1306.0,4.0,No,565.0,GLQ,638.0,,721.0,,1995.0,2520.0,Gd,9950.0,82.0,290.0,114.0,5.0,7.0,1203.0,,1995,1995,290000.0
483.0,504.0,,No,321.0,Rec,162.0,,280.0,Unf,1987.0,987.0,TA,1869.0,21.0,127.0,0.0,6.0,6.0,483.0,,1970,1970,106000.0
912.0,0.0,3.0,No,842.0,ALQ,70.0,0.0,336.0,Unf,1974.0,912.0,TA,8521.0,70.0,0.0,0.0,5.0,5.0,912.0,0.0,1967,1967,125000.0
1555.0,0.0,2.0,Av,16.0,GLQ,1357.0,0.0,430.0,Fin,2005.0,1555.0,Gd,3182.0,43.0,16.0,20.0,5.0,7.0,1373.0,,2005,2006,192500.0
1194.0,0.0,3.0,No,0.0,Unf,1194.0,,312.0,RFn,1959.0,1194.0,TA,8760.0,73.0,220.0,0.0,6.0,6.0,1194.0,,1959,1959,148000.0
1490.0,1304.0,4.0,No,689.0,,773.0,,810.0,Fin,1995.0,2794.0,Ex,15138.0,174.0,506.0,146.0,5.0,8.0,1462.0,,1995,1996,403000.0
483.0,504.0,2.0,No,0.0,Unf,483.0,,288.0,Unf,1972.0,987.0,TA,1680.0,21.0,297.0,0.0,5.0,6.0,483.0,,1972,1972,94500.0
894.0,0.0,3.0,Av,182.0,LwQ,0.0,,308.0,Unf,1976.0,894.0,TA,10650.0,75.0,0.0,0.0,6.0,5.0,894.0,,1976,1976,128200.0
860.0,1100.0,4.0,No,625.0,GLQ,235.0,,440.0,Fin,2002.0,1960.0,Gd,7851.0,,,48.0,5.0,6.0,860.0,288.0,2002,2002,216500.0
483.0,,2.0,No,358.0,ALQ,125.0,,264.0,Unf,1971.0,987.0,TA,1680.0,21.0,604.0,0.0,3.0,6.0,483.0,,1971,1971,89500.0
1414.0,0.0,3.0,Av,24.0,GLQ,1390.0,,494.0,RFn,2004.0,1414.0,Gd,8773.0,65.0,98.0,105.0,5.0,7.0,1414.0,,2004,2004,185500.0
1014.0,730.0,3.0,No,402.0,BLQ,594.0,,457.0,RFn,1993.0,1744.0,Gd,9453.0,,0.0,70.0,7.0,7.0,996.0,,1993,2003,194500.0
1694.0,0.0,3.0,No,0.0,Unf,1694.0,,818.0,Fin,2007.0,1694.0,Gd,12030.0,93.0,254.0,228.0,5.0,8.0,1694.0,,2007,2007,318000.0
798.0,,3.0,No,94.0,LwQ,641.0,0.0,220.0,Unf,1949.0,1487.0,TA,8741.0,52.0,0.0,140.0,4.0,6.0,735.0,,1945,1950,113000.0
1566.0,0.0,3.0,Av,1078.0,GLQ,488.0,0.0,750.0,RFn,2008.0,1566.0,Gd,9000.0,75.0,36.0,168.0,5.0,8.0,1566.0,,2008,2008,262500.0
866.0,,2.0,No,329.0,ALQ,357.0,,0.0,None,,866.0,Gd,3880.0,40.0,0.0,42.0,9.0,5.0,686.0,,1945,1997,110500.0
889.0,551.0,3.0,No,0.0,Unf,540.0,,352.0,Unf,1940.0,1440.0,TA,5000.0,63.0,0.0,0.0,4.0,5.0,540.0,,1900,1950,79000.0
626.0,591.0,3.0,No,0.0,,626.0,,288.0,RFn,1980.0,1217.0,TA,10762.0,75.0,0.0,28.0,6.0,6.0,626.0,,1980,1980,120000.0
1222.0,888.0,3.0,No,695.0,GLQ,253.0,,463.0,RFn,1994.0,2110.0,Gd,8880.0,,0.0,130.0,5.0,7.0,948.0,,1994,2002,205000.0
1872.0,,3.0,Av,929.0,GLQ,916.0,,604.0,,1988.0,1872.0,TA,10400.0,80.0,102.0,39.0,5.0,7.0,1845.0,197.0,1988,1988,241500.0
908.0,1020.0,4.0,No,0.0,Unf,1020.0,,440.0,Unf,1910.0,1928.0,Fa,9142.0,69.0,0.0,60.0,8.0,6.0,1020.0,,1910,1950,137000.0
1375.0,0.0,2.0,No,0.0,Unf,1367.0,,451.0,Unf,1954.0,1375.0,TA,11310.0,75.0,0.0,30.0,5.0,6.0,1367.0,,1954,1954,140000.0
840.0,828.0,3.0,No,0.0,,840.0,,500.0,RFn,2003.0,1668.0,Gd,11317.0,72.0,101.0,68.0,5.0,7.0,840.0,,2003,2003,180000.0
1444.0,700.0,4.0,Gd,697.0,Rec,747.0,,389.0,Fin,1958.0,2144.0,Gd,159000.0,,472.0,98.0,7.0,6.0,1444.0,,1958,2006,277000.0
1306.0,0.0,3.0,No,0.0,Unf,728.0,,0.0,None,,1306.0,Fa,5350.0,55.0,0.0,0.0,2.0,3.0,728.0,,1940,1966,76500.0
1625.0,0.0,2.0,Gd,1573.0,,0.0,,538.0,,2006.0,1625.0,Gd,4750.0,44.0,481.0,0.0,5.0,8.0,1573.0,,2006,2007,235000.0
798.0,842.0,3.0,No,0.0,Unf,798.0,,520.0,RFn,2004.0,1640.0,Gd,8366.0,65.0,0.0,45.0,5.0,6.0,798.0,,2004,2004,173000.0
1302.0,0.0,3.0,Gd,270.0,LwQ,452.0,,309.0,RFn,1964.0,1302.0,Gd,9350.0,85.0,108.0,0.0,7.0,6.0,1302.0,,1964,1991,158000.0
1314.0,0.0,3.0,No,922.0,Rec,392.0,,294.0,RFn,1957.0,1314.0,TA,8400.0,70.0,0.0,0.0,6.0,5.0,1314.0,,1957,1957,145000.0
1005.0,1286.0,4.0,No,0.0,Unf,975.0,,429.0,Fin,1999.0,2291.0,Gd,8738.0,66.0,302.0,0.0,5.0,7.0,975.0,,1999,1999,230000.0
864.0,864.0,3.0,No,503.0,Rec,361.0,,673.0,RFn,2003.0,1728.0,Gd,8791.0,64.0,0.0,56.0,5.0,6.0,864.0,,2003,2003,207500.0
1604.0,0.0,3.0,No,1334.0,GLQ,270.0,,660.0,RFn,2006.0,1604.0,Gd,8814.0,68.0,180.0,110.0,5.0,7.0,1604.0,,2006,2006,220000.0
963.0,829.0,3.0,No,361.0,GLQ,602.0,,564.0,RFn,2001.0,1792.0,Gd,12435.0,80.0,172.0,96.0,5.0,7.0,963.0,,2001,2001,231500.0
882.0,0.0,2.0,None,0.0,None,0.0,,308.0,Unf,1956.0,882.0,TA,12702.0,70.0,0.0,45.0,5.0,5.0,0.0,,1956,1956,97000.0
1382.0,0.0,3.0,Gd,672.0,Rec,0.0,,884.0,Unf,1991.0,1382.0,TA,19296.0,120.0,399.0,0.0,5.0,6.0,1362.0,,1962,1962,176000.0
1482.0,1092.0,3.0,No,0.0,Unf,1482.0,,868.0,Fin,2007.0,2574.0,Ex,9588.0,69.0,270.0,148.0,5.0,8.0,1482.0,,2007,2007,276000.0
1212.0,0.0,3.0,Av,506.0,ALQ,0.0,,492.0,Unf,1978.0,1212.0,TA,8471.0,88.0,46.0,12.0,7.0,6.0,506.0,292.0,1977,1995,151000.0
926.0,0.0,3.0,No,234.0,LwQ,0.0,,484.0,Unf,1974.0,1316.0,TA,5500.0,50.0,0.0,0.0,7.0,5.0,926.0,,1929,2001,130000.0
764.0,0.0,2.0,No,0.0,Unf,680.0,,504.0,Unf,1965.0,764.0,TA,5232.0,30.0,0.0,0.0,5.0,5.0,680.0,,1925,2004,73000.0
1422.0,0.0,3.0,No,588.0,,606.0,,576.0,Fin,1981.0,1422.0,Gd,12090.0,78.0,210.0,0.0,6.0,6.0,1422.0,,1981,1981,175500.0
802.0,709.0,3.0,Av,714.0,GLQ,88.0,,413.0,Fin,1997.0,1511.0,TA,11207.0,70.0,0.0,75.0,5.0,6.0,802.0,,1997,1997,185000.0
1052.0,720.0,4.0,No,378.0,,342.0,,240.0,,1939.0,2192.0,Gd,8400.0,60.0,0.0,24.0,8.0,5.0,720.0,,1939,1997,179500.0
778.0,0.0,2.0,No,403.0,ALQ,212.0,,924.0,,1966.0,778.0,TA,6900.0,71.0,0.0,25.0,6.0,5.0,740.0,0.0,1940,1955,120500.0
1113.0,0.0,3.0,No,751.0,BLQ,392.0,,504.0,RFn,1987.0,1113.0,TA,7917.0,,174.0,30.0,7.0,6.0,1143.0,,1976,1976,148000.0
1095.0,844.0,3.0,Mn,0.0,Unf,1095.0,,1053.0,RFn,2006.0,1939.0,Gd,10728.0,84.0,0.0,51.0,5.0,8.0,1095.0,,2006,2006,266000.0
1363.0,0.0,2.0,Gd,226.0,LwQ,96.0,0.0,439.0,Unf,1954.0,1363.0,TA,39104.0,73.0,0.0,0.0,7.0,7.0,1385.0,,1954,2005,241500.0
1164.0,1106.0,4.0,No,524.0,GLQ,628.0,,671.0,Fin,1999.0,2270.0,Gd,11764.0,92.0,348.0,57.0,7.0,8.0,1152.0,,1999,2007,290000.0
1632.0,0.0,3.0,No,620.0,Rec,0.0,,338.0,RFn,1958.0,1632.0,TA,9600.0,80.0,183.0,0.0,6.0,6.0,1240.0,,1958,1988,139000.0
816.0,0.0,,Gd,546.0,ALQ,270.0,,264.0,Unf,1982.0,816.0,TA,8314.0,76.0,0.0,0.0,7.0,5.0,816.0,,1982,1982,124500.0
952.0,596.0,,No,0.0,Unf,952.0,,672.0,,1978.0,1548.0,Ex,7264.0,55.0,0.0,0.0,7.0,7.0,952.0,,1925,2007,205000.0
1560.0,0.0,3.0,No,0.0,Unf,1560.0,,573.0,Fin,2003.0,1560.0,Gd,9196.0,129.0,0.0,150.0,5.0,7.0,1560.0,,2003,2003,201000.0
864.0,0.0,2.0,No,120.0,LwQ,744.0,,400.0,Unf,1951.0,864.0,TA,19138.0,140.0,0.0,0.0,5.0,4.0,864.0,,1951,1951,141000.0
2121.0,0.0,3.0,Gd,0.0,Unf,2121.0,,732.0,Fin,2007.0,2121.0,Ex,14450.0,107.0,315.0,98.0,5.0,9.0,2121.0,,2006,2007,415298.0
1156.0,866.0,4.0,No,392.0,BLQ,768.0,0.0,505.0,Fin,1977.0,2022.0,TA,10005.0,83.0,299.0,117.0,5.0,7.0,1160.0,288.0,1977,1977,192000.0
1175.0,807.0,3.0,Av,421.0,GLQ,386.0,,575.0,,1989.0,1982.0,Gd,11287.0,82.0,340.0,84.0,6.0,7.0,807.0,,1989,1989,228500.0
1262.0,0.0,,No,905.0,GLQ,357.0,,572.0,,2006.0,1262.0,Gd,7200.0,60.0,68.0,120.0,5.0,6.0,1262.0,0.0,2006,2006,185000.0
1314.0,0.0,2.0,No,904.0,GLQ,410.0,,626.0,RFn,2008.0,1314.0,Gd,5063.0,34.0,166.0,62.0,5.0,7.0,1314.0,,2007,2008,207500.0
1468.0,0.0,3.0,No,0.0,Unf,1468.0,,898.0,Fin,2008.0,1468.0,Gd,9612.0,74.0,72.0,150.0,5.0,8.0,1468.0,,2008,2009,244600.0
1575.0,0.0,,No,430.0,GLQ,1145.0,,529.0,RFn,1992.0,1575.0,Gd,8012.0,50.0,0.0,0.0,5.0,6.0,1575.0,0.0,1992,1992,179200.0
625.0,625.0,2.0,No,0.0,Unf,625.0,0.0,528.0,RFn,2006.0,1250.0,Gd,4251.0,35.0,0.0,54.0,5.0,7.0,625.0,,2006,2007,164700.0
1085.0,649.0,3.0,No,600.0,Rec,312.0,0.0,440.0,,1962.0,1734.0,Gd,9786.0,77.0,0.0,0.0,7.0,6.0,912.0,,1962,1981,159000.0
858.0,,3.0,No,614.0,BLQ,244.0,,0.0,None,,858.0,TA,8125.0,,0.0,0.0,4.0,4.0,858.0,,1971,1971,88000.0
900.0,0.0,3.0,No,450.0,BLQ,432.0,,280.0,Unf,1970.0,900.0,TA,9819.0,,31.0,0.0,5.0,5.0,882.0,,1967,1967,122000.0
698.0,698.0,3.0,No,0.0,Unf,698.0,,384.0,Unf,2003.0,1396.0,TA,8730.0,60.0,0.0,0.0,7.0,6.0,698.0,,1915,2003,153575.0
1079.0,840.0,3.0,Av,0.0,Unf,1079.0,,685.0,RFn,2006.0,1919.0,Gd,15611.0,120.0,0.0,51.0,5.0,8.0,1079.0,,2006,2006,233230.0
936.0,780.0,6.0,No,210.0,,570.0,,0.0,None,,1716.0,Fa,5687.0,55.0,0.0,184.0,6.0,5.0,780.0,,1912,2000,135900.0
1148.0,568.0,3.0,No,292.0,LwQ,476.0,,281.0,Unf,1949.0,1716.0,TA,11409.0,60.0,0.0,0.0,4.0,5.0,768.0,,1949,2008,131000.0
1468.0,795.0,3.0,No,795.0,ALQ,0.0,,539.0,Fin,1977.0,2263.0,Gd,16659.0,,34.0,250.0,7.0,7.0,795.0,,1977,1994,235000.0
1644.0,0.0,3.0,No,1285.0,GLQ,131.0,,418.0,Fin,1953.0,1644.0,TA,9600.0,80.0,238.0,0.0,5.0,6.0,1416.0,,1953,1953,167000.0
1003.0,0.0,3.0,Av,819.0,GLQ,184.0,,588.0,,1984.0,1003.0,TA,7937.0,37.0,0.0,0.0,6.0,6.0,1003.0,,1984,1984,142500.0
910.0,648.0,4.0,No,420.0,BLQ,490.0,,282.0,Unf,1950.0,1558.0,TA,13710.0,75.0,0.0,0.0,5.0,5.0,910.0,289.0,1950,1950,152000.0
975.0,975.0,3.0,No,649.0,,326.0,,576.0,RFn,1997.0,1950.0,Gd,7399.0,66.0,1600.0,10.0,5.0,7.0,975.0,,1997,1998,239000.0
1041.0,702.0,3.0,No,384.0,ALQ,143.0,,539.0,Unf,1968.0,1743.0,TA,11700.0,90.0,365.0,0.0,6.0,6.0,702.0,,1968,1968,175000.0
1152.0,0.0,3.0,No,0.0,Unf,1092.0,,300.0,Unf,1950.0,1152.0,Gd,14000.0,80.0,0.0,36.0,8.0,6.0,1092.0,,1950,2004,158500.0
1336.0,0.0,2.0,Mn,841.0,BLQ,324.0,,375.0,Unf,1953.0,1336.0,TA,15750.0,90.0,56.0,0.0,5.0,5.0,1165.0,,1953,1953,157000.0
1210.0,1242.0,4.0,No,281.0,,747.0,,683.0,Fin,1998.0,2452.0,Gd,16226.0,66.0,0.0,50.0,5.0,8.0,1028.0,,1998,1999,267000.0
